txt,label
"Okay, I remember watching the first one, and boy did it suck. After watching it, I just laughed it off and told myself, ""oh boy, just another low budget B-movie. I'll never see a part 2 to this one."" Then, about 1 1/2 years later, there came part two. It sucked even more. But, I just laughed it off again and said, ""there's no way I'm ever gonna see a part 3 to this one."" Then, about 1/2 a year later, part 3 came out. I was stupid enough to rent it and boy, I just snapped after watching it. God, I never actually realized how much movies can suck these days. Just save yourself $7.50 and don't rent the whole series. Trust me, it's worth every penny.",neg
"""Perhaps we can arrange a meet. "" ""Where are you now? "" ""I'm sitting in my office. "" ""I doubt that. "" ""Why would you doubt that? "" ""If you were in your office right now we'd be having this conversation face-to-face. ""<br /><br />Bourne remains street tough, and elusive. Only his inhuman resilience leads the film a little too far into fantasy. Conversation is macho, to the point with only shards of Bond type gallows humour. Its all about the action.<br /><br />The feeling that there is something going on at another level to the world we live in is what the trilogy coveys so well. A scene set in Waterloo with a Guardian journalist does this to great effect. There is no meeting of worlds - you are in it or just a superfluous body.<br /><br />If the shaky cam doesn't annoy you too much, enjoy this film and hope they somehow keep the franchise going.",pos
"This movie is horrible- in a 'so bad it's good' kind of way.<br /><br />The storyline is rehashed from so many other films of this kind, that I'm not going to even bother describing it. It's a sword/sorcery picture, has a kid hoping to realize how important he is in this world, has a ""nomadic"" adventurer, an evil aide/sorcerer, a princess, a hairy creature....you get the point.<br /><br />The first time I caught this movie was during a very harsh winter. I don't know why I decided to continue watching it for an extra five minutes before turning the channel, but when I caught site of Gulfax, I decided to stay and watch it until the end.<br /><br />Gulfax is a white, furry creature akin to Chewbacca, but not nearly as useful or entertaining to watch. He looks like someone glued a bunch of white shag carpeting together and forced the actor to wear it. There are scenes where it looks like the actor cannot move within, or that he's almost falling over. Although he isn't in the movie that much, the few scenes are worth it! Watch as he attempts to talk smack to Bo Svenson, taking the Solo-Chewbacca comparison's to an even higher level! <br /><br />I actually bought this movie just because of that character, and still have it somewhere! <br /><br />Gulfax may look like sh!t, but he made this movie!!! The only reason I've never seen the sequel, or even sought it out, was because of his absence! Perhaps should there be a final film, completing the trilogy, Gulfax will make a much-anticipated return!",pos
"Despite some reviews being distinctly Luke-warm, I found the story totally engrossing and even if some critics have described the love story as 'Mills and Boon', so what? It is good to see a warm, touching story of real love in these cynical times. Many in the audience were sniffing and surreptitiously dabbing their eyes. You really believe that the young Victoria and Albert are passionately fond of each other, even though, for political reasons, it was an arranged marriage. I did feel though that Sir John Conroy, who was desperate to control the young Queen, is perhaps played too like a pantomime villain. As it is rumoured that he was in fact, the real father of Victoria (as a result of an affair with her mother The Duchess of Kent) it would have been interesting to explore this theory. Emily Blunt is totally convincing as the young Princess, trapped in the stifling palace with courtiers and politicians out to manipulate her. She brilliantly portrays the strength of character and determination that eventually made Victoria a great Queen of England, which prospered as never before, under her long reign. I believe word of mouth recommendations will ensure great success for this most enjoyable and wonderful looking movie.",pos
"Having seen CUBE, I've been a fan of Vincenzo Natali's work. Natali seems to have this inept ability to take a storyline, and hardly wring it our like a wet towel for all the storyline he can muster. Instead, he lets the stories themselves unfold in natural ways, so much in fact, that you may in fact believe there is this Cube were people try to escape, or in the case of NOTHING, a large empty expanse where there is... nothing! The advert had me hooked instantly. It seemed so simple! Take two characters who no one likes, and send them to a world where there is nothing. Natali does this so simply that you forget the logic that a place where there is nothing cannot exist. In fact, the world of nothing becomes something of an irony within the film. There's nothing there, but also 'something' there.<br /><br />It might be a good time to point out that the trailer is highly misleading. I was fortunate enough to actually understand that the film leaned to a more comedic side than the trailer otherwise told so. Therefore upon watching the film, i laughed every now and again, whereas someone who the advert mislead may find themselves utterly confused.<br /><br />If i may take a minute to give the film some praise, where the film excels on is the concept. It is a genius concept to have a world of nothing, and to put two characters there, NOT two brilliant minded characters, who will philosophise and work out their surroundings, but two idiots who have absolutely no clue as to where the hell they are! Another strong point is the film's cinematography, though at first this may not seem it! Where each wall, north, earth, south, west, up and down is just a white plane, a perception of depth becomes faulty. It is hard to determine where things are placed in the Mis-En-Scene. The cinematography has many moments where this actually happens, but for the most part, the camera is placed so that two characters, or an object and a character are placed in the foreground and background, allowing a sense of depth to be realised.<br /><br />However, this film does lack in certain areas. The film is relatively short, but even so, after a while the novelty of this world of nothing becomes rather dull, and you wish to find some form of resolution within the plot. We can also argue that the acting is once again, questionable. These two characters are in a sense, unlikeable, therefore we feel no sympathy at any point for these characters. However, on a flip side of that, the chemistry and friendship between the two characters seems real enough, but there is something lacking.<br /><br />Even so, i do rank this as a thoroughly enjoyable film! Do not let the trailer fool you into thinking this is another science-fiction horror film. It is much more of a comedy than that! It is indeed worth watching though, purely for the concept itself!",pos
"I enjoyed the innocence of this film and how the characters had to deal with the reality of having a powerful animal in their midst. The gorilla looks just terrific, and the eyes were especially lifelike. It's even a little scary at times and should have children slightly frightened without going over the top. Rene Russo plays her role wonderfully feminine. Usually these type of Hollywood films that take place in the past feel the need to create a straw-man villain but the only adversary is the gorilla. It's an interesting look at how close some animals are to humans, how they feel the same emotions we do, and yet how we really can't treat them just like people because they aren't. Not many films venture into this territory and it's worth seeing if you want to contemplate the human-animal similarity.",pos
"A really sweet movie that has some similarities to the 2001-hit ""My Sassy Girl"" but is able to enchant most of the time. The biggest applause should go to the two leads. Ha-Neul Kim is both sweet and quirky, Sang-woo Kwon is both attractive and rebellious. The chemistry between the two is very good.<br /><br />Director Kyeong-hyeong Kim uses some CG-inserts to pepper up the visuals and also offers impressive fight scenes in which Sang-woo Kwon can shine. I liked him a lot better here than in the highly overrated ""Volcano High"". And that boy has a future - those looks, those fight techniques, and a romantic lead. Not bad.<br /><br />Well, I can make it short: Nice film. My rating: 7/10",pos
"Yeah, the poster is quite a horrible piece of work.<br /><br />I thought the movie was OK...nothing really outstanding...I just was hoping that he would be a hardcore druggie and totally trash his life.<br /><br />Ahh, but that can't happen to rich kids now can it? Not to the son of a wealthy businessman who holds big ballroom parties and has a nice manicured lawn on the front of the mini mansion.<br /><br />No...the kid is too good to have his life totally trashed. After all, who will drive the brand new SUV and who will go to law school? <br /><br />Ah, the poor little rich kids...in their quaint pretty house, with their ivy league schools, ultra clean homes and socialite parties...what will the world do without them? <br /><br />I hope they all get addicted to drugs, pass-away their life and end up in jail...so maybe we can see movies that don't all revolve around the poor little rich boys and girls of the surreal world.",pos
"Somewhat too long and going over the top towards the end, this comedy is an utterly delightful, never condescending or ridiculing look into the problems of a ""power man"", who likes to wear women´s clothes at nite.<br /><br />Julie Walters is lovely as always, but Adrian Pasdar is utterly credible and steals the film. He (she)is absolutely gorgeous in high heels and silk stockings.",pos
"Cannot believe my eyes when read quite a bunch of other comments and reviews. As if it were a mediocre movie of some run-of-the-mill dudes.<br /><br />The movie is great, funny, crazy, over-the-top violent though with minimum gore, and all the way energetic to the core. Loved every single bit of it. Can't remember anything insane like this made for laughs and martial art showing off. And now the most important thing (at least to me): it is computer effects free. When I watch some Hollywood actors duking it out on screen in modern high-resolution and damn high-budgeted action ""fuflo"" (a Russian word that means ""bull*beep*""), I understand that any *beep* child can do it - you can adjust the wires to the body, add some cute PC effects, and stuff it into the action film. Here it is different. I don't think that there will be even a dozen of physically advanced action stars worldwide, who can repeat the brawl that takes place at the end of the film or the ""Chinese football"" play. And it is just a little Hong Kong cinema made for fun, not pretending to be ""Star Wars"".<br /><br />Having a DVD with English soundtrack is not a problem with this movie. It does not spoil the atmosphere to me.<br /><br />Can't help mentioning a very neat theatrical play. Some of you, suppose, won't like it. As to me - it's amazing. Have a look at the Dragon's friend who is talking in a brave manner to the criminals and all of a sudden gets a fist punch in his left side of the head. His face expression changes into something whimsical and he comes up to Dragon with a baby expression. And take a look at the menacing size of his mouth - it's nearly from one ear to the other long when he makes grimaces.<br /><br />This movie deserves a higher rating and a thousand comments from people all over the world. Very thankful to our Russian industry for the releases of classic Jackie Chan movies. His modern ones are much weaker in my humble opinion and do not deserve much hype.<br /><br />Total 10 out of 10 - a legendary movie in its genre. Thank you for attention.",pos
"I remember first watching Sabrina when it came to TV in the UK on ITV1 when i was 13/14. I'm now 24 and still love it now as much as i did when i first watched it. I get a little stick from some of my friends for still watching a ""kids show"" but i don't care! lol Caroline Rhea as ""Hilda"" is my personal favourite character and Later on Morgan also became another of my favourite characters. I remember spending so much time watching various special events honouring Sabrina on the TV station Nickeleoden UK. I love Mellissa Joan-Hart, she was great in ""Clarrissa Explains All"" but so much better in this. I was gutted when they decided to finish it! I hope it will soon be released on DVD here in the UK - I'll be first in line! lol x",pos
"When I first saw this movie, the first thing I thought was this movie was more like an anime than a movie. The reason is because it involves vampires doing incredible stunts. The stunts are very much like the Matrix moves like the moving too fast for bullets kinda thing and the jumping around very far. Another reason why I the movie is good is because the adorable anime faces they do during the movie. The way Gackt does his pouting faces or just the way they act, VERY ANIME. I think that it's a really good movie to watch. ^_^ The action in this movie is a 10 (not to mention Gackt and Hyde too are a 10). ^_~ If you are Gackt and Hyde fans, you have to see it.",pos
"This is one of the creepiest, scariest and most heartbreaking horror movie EVER! <br /><br />Dr Creed (Louise) and his family moving in to new home with his wife (Rachel), Daughter (Ellie) and little son (Gage) Everything seems normal until Dr Creed loses one his patient who had a terrible head injury,Then he is haunted by the ghost know as Victor takes him to the Pet Sematarty and show him that where the dead come to life.<br /><br />Louis not knowing if that was all dream and is talking to Ellie who worried about her cat that could be killed by lorry and then later on Rachel tells Louis that it really hard for to talk about death because of her sister Zelda who was really sick (As we see in a flashback how sick her sister really was and this is one of the most creepiest scene ever!) <br /><br />The next day Louis gets a call from Jed saying there cat as been killed by lorry and Jed take him to place where Victor the Ghost told him not to go! And bury the Cat, His wife and kids have go to see their Grandparents and Louise is home alone shocked to see the cat is back and now it as evil in it eyes so he goes to see Jed then Jed tell him that he also buried his dog there too (As we seen other flashback).<br /><br />Later on in the movie The Family out having Picnic, Gage is playing with kite and Gage say's I drop it"", The wind blow the rod near the road where a lorry coming at fast past, Gage is get closer to road, Louis is rushing to get him, The most HEARTBREAKING scene in any horror movie will leave with your Jaw on floor or Shivers will go down your back when you hear Louis screams, Soon he missing him so much, Louis then buries Gage in same place where is buried the Cat. <br /><br />The scariest thing about this movie is that some scenes in this movie are not too far from really life. <br /><br />This movie is just Amazing and the acting from everyone was great! 10 out 10",pos
"Now either you like Mr Carrey's humour or you don't. Me, Myself and Irene had audiences both walking out in droves and, on the other hand, cheering and collapsing in puddles of mirth. Bruce Almighty is a bit more mainstream, but you have been warned.<br /><br />If you're not sure, watch the trailer. I saw the trailer three times and still laughed at the same gags when I saw the film. If you don't find the sight of a dog putting the seat down after using the loo funny, don't bother with the movie.<br /><br />Carrey, a reporter stuck in a rut covering 'lighter news' berates God when the whole of his life seems to be going to pot. God takes up the challenge and asks Carrey if he can do better. Carrey gets into the swing of having all of God's powers by making his girlfriend (Jennifer Aniston)'s breasts bigger, getting himself promoted, and answering everyone's prayers by single stroke computer commands.<br /><br />This is not a highbrow movie or even that memorable, but it is very well made within it's very limited intent, provides almost continuous laughs to Carrey fans, and even any religious cheesiness is likely to be inoffensive to all but the most narrow-minded god-squadders and anti-god-squadders.<br /><br />On the more thoughtful level, the film tempts us to speculate about Carrey's own career - stuck in his 'comedy' typecasting he has largely failed to make an impression as a serious actor even after winning two Golden Globes. His most accomplished 'straight' role, the Man on the Moon, is less well known that his comedy romps - or The Truman Show (on which the Academy heaped three nominations whilst bypassing Carrey).",pos
"Documentaries of this kind are often very opinionated. This film seems to take all opinions out and let the viewer decide what to do with the information provided. It is sad the conditions these poor people have to work in, this film does a great job of showing the ugly side of sweat shops. The film Mardi Gras: Made in China was a good way of showing the world how something as petty as beads for a celebration can effect the lives of so many people in another country.<br /><br />I had to watch this film for an English class where we spent our time talking about sweat shops and how some people are trying to eliminate them and this film helped get the topic rolling. It was a great, very informative movie and I'd recommend anyone see it, it kinda opens your eyes.",pos
"I saw this movie first on the Berlin Film Festival, and I had never seen Hong Kong cinema before. I felt like sitting in a roller coaster: the action was so quick, and there wasn't one boring moment throughout the film. It has martial arts, love, special effects and a fantastic plot. My favorite scene is when the Taoist drinks, sings and fights for himself - one of the many scenes which stress the extraordinary musical component of the movie. This film is a definite must!!",pos
"This obscure de Sica delivers the goods. And it is said ""the meek shall inherit the earth."" This tale of classes on the surface but really an allegory for all the homeless people that populated Europe after the great war. They are homeless but cheerful, in a societies too impoverished and selfish to care for or acknowledge them, footmats for the Italian carpetbaggers. de Sica chooses to tell it as a fairy tale, a Cinderella story. I have not read the book it is based on so I cannot foresay if the deus ex machina is the construct of the writer or Vittorio. It begins with the words, ""Once upon a time..."" to exemplify the timelessness of its tale, for the story could be set anywhere and everywhere. Caricature sketches of the aristocracy that cut to the bone, whimsical nature of the homeless especially when they begin to grant their wishes and an ending right out of a Spielberg picture makes this boulange a delight for all. De Sica's most accessible picture is also one of his best. Abandoning neo-realism, he always dallied between that and pure good old film-making, he creates a movie that breaks the heart and at the same time fills it with the yearning of hope that one needs to continue leaving in this world. Gracias Vittorio! Gracias! Gracias!!! Gracias!!!!!!!!!!!!",pos
"Anyone witness to our justice system - or lack thereof will find this film truly satisfying. There weren't too many shades of gray with regard to characters or plot. Virtually every character in this film epitomized what is best and worst about our society. The popularity of this film is probably due to the fact that most of us at one time or another have had to deal with scumbags along with the namby-pamby, lily-livered, melee-mouthed bureaucrats that empower them in the name of ""political correctness"". <br /><br />The performances across the board were compelling. I sympathized with the rape victim - while at the same, found it gratifying to see her wipe the smug, vicious arrogance off the faces of her former attackers. In particular, I found the dyke one of the ugliest characters in all of the films I've seen, so it was nice to see her former victim shut her mouth for good. The lead rapist and psychopath was equally ugly, so it was only fitting that Dirty Harry himself offed him in a loud grotesque fashion in the end. This was the only sequel in the dirty Harry saga that equaled the first.",pos
"The plot:Kurt Harris (Jeff Wincott), a bitter, ex-cop goes undercover in the ""Peacemakers"" after his friend is killed by their leader. While there, he discovers that the woman wants to run for mayor, and will do anything to achieve this goal, even murder.The cast is good(Jeff Wincott is a good martial artist and good actor)...Brigitte Nielsen plays a sexy antagonist together another bad guy plays Matthias Hues also him good martial artist.The direction is good(the fight scenes also).The rest is OK, with Tony Burton who plays a friend of Kurt killed from Nilsen,and Cyndi Pass plays a bad girl.From producers of another action/martial arts film(Bounty Tracker with Lorenzo Lamas)a good action film.The best film of Martial Law series.",pos
"I liked this movie I remember there was one very well done scene in this movie where Riff Randell (played by P.J. Soles) is lying in her bed smoking pot and then she begins to visualize that the Ramones are in the room with her sing the song ""I Want You Around"" ...very very cool stuff.<br /><br />It was fun, energetic, quirky and cool. Yes I'll admit that the ending is way-way over the top and far fetched ...but it doesn't matter because it is fun this is a very fun movie. It's Sex, Pot and Rock n Rocll forever<br /><br />I read that Cheap Trick was the band who was originally to star in this ..But I do not know if this is true or not",pos
"If ever there were an inspiring story that could move anyone, disabled or not, to persevere despite the odds and make it (even when ""make it"" as an expression, proper, can have a wide berth which is an ultimately personal truth), MY LEFT FOOT is it. It's a hard film to watch at times: seeing the less placid aspects of Christy Brown's personality emerge in two key scenes -- one when his sister declares she is pregnant and about to get married while his father has a bad reaction, and at a dinner table when the woman who's reached out to him, made him able to communicate effectively, now has announced at a key moment (the inauguration of Brown's art) she is about to marry another man -- is tough. Very, very tough. More so because this is a man who cannot react accordingly to these events and can only express himself in the only way he knows how: via screams, shrieks, and profanities aimed at hurting himself. However, this is not a story of heartache and family dysfunction even when there is quite a bit of it furnishing the autobiographical account, but that of a man overcoming his severe disability, becoming a functioning human being and a force of be reckoned with in the art world. Daniel Day Lewis won an Oscar for his powerful, unforgettable performance as the flawed but tenacious Christy Brown, and Brenda Fricker did so as well for her supporting role as Brown's solid mother.",pos
"Absolutely enjoyable singing and dancing movie starring Frank Sinatra and gen Kelly, as well as Kathryn Grayson.<br /><br />The film won and Oscar for George E. Stoll's score, and it garnered nominations for Best Picture, Best Actor for Kelly, and Best Cinematography, as well as a Best Son nomination for ""I Fall in Love Too Easily"" sung by Sinatra.<br /><br />It was a cute story about Kelly helping his pal Sinatra get a girl and falling in love with her himself. The lovely Grayson (The Toast of New Orleans) dazzled us with her singing, and we had a lot of great songs and dance routines by Kelly and Sinatra, as well as the artistry of pianist-conductor José Iturbi.<br /><br />A classic Hollywood music from an era gone by.",pos
"This was actually my favorite series of Scooby Doo when I was younger. I thought each episode had more of an edge to it and the villains had a lot of creative thought put into them (and even very scary and believable as well). Some of the best episodes were ""I Left My Neck In San Francisco"", ""Twenty Thousand Screams Under The Sea"", ""The Ghoul, The Bat And The Ugly"" and ""When You Wish Upon A Star Creature"". If you have never seen these episodes please do. This series was a bit of a mixed bag though as there were other episodes which didn't seem to have the same kind of edge to them such as ""Rocky Mountain YIIII!"" and ""The Ransom Of Scooby Chief"". As like the series before it, it was very well put together, interesting storyline and brilliantly drawn. As everyone says though, it would have been so much better without Scrappy Doo. The character was tiresome and distracting to the story that was being told.",pos
"I first saw this movie years ago and have continued to view it several times a year when I have an opportunity. It is on my list of favorite movies along with some of the classics. Should anyone tell you it is foolish or outdated, ignore them... this movie is for anyone who enjoys laughing and music. The dancing isn't as important in this film as in other Astaire movies so the comedy and acting shine through. See this movie if you can, it may be light but it is still completely amusing. So I know that many people hate black and white films, they think old movies can't really be funny, this movie should make them change their minds. No one I know can watch this movie without being at least mildly amused. The only problem with the film: Fred Astaire singing without dancing. He may be a great performer and capable singer but it just isn't fascinating and leaves a big hole in the middle of the story. The comedy gets a bit cliché at times but the vaudevillesque performances of G burns and G Allen are just perfect for the piece and can satisfy anyone looking for some easy laughs. Give this film a chance even if you don't like old movies, this movie can appeal to the ridiculous in any one.",pos
"Kurt Russell is strong and (mostly) silent in this futuristic action-thriller from Paul Anderson (Event Horizon, Resident Evil.) Set on a garbage-dump planet, Soldier plays like a cross between Rambo and Shane, with Russell barely speaking as the title character, an ""obsolete"" genetic soldier left for dead. The supporting cast of colonists, including Connie Nielsen, Sean Pertwee and a surprisingly hirsute Michael Chiklis, is able. They spend most of the movie being scared of Russell, and the rest of it running for their lives. Russell's performance here is one of the best he's ever given. With almost no words to say, he conveys emotion, feeling and meaning with looks and glances. It is almost a mime performance. When the action sequences kick into gear, he kicks ass--and does so in a strong, silent, matter-of fact way. There are flaws. Jason Scott Lee is brutish as a ""superior"" genetic soldier. Jason Isaacs does a great impression of Frank Burns from M*A*S*H as a weaselly commanding officer, and Gary Busey busts a gut (and nearly busts his girdle) as Todd's mentor. This is an underrated, and excellent sci-fi flick, and recommended for anyone who wants a second visit to the universe of Blade Runner--David Webb Peoples wrote both screenplays.",pos
"...here comes the Romeo Division to change the paradigm.<br /><br />Let me just say that I was BLOWN AWAY by this short film. I saw it, randomly, when I was in Boston at a film festival and I have thanked god for it every day since. I really, truly believe I was part of a happening, like reading a Tarantino script before any else did or seeing the first screening of Mean Streets.<br /><br />I am not sure what festival the short is headed to next or what the creative team has on tap for future products, but I so hope I can be there for it.<br /><br />Again, a truly incredible piece of film making.",pos
"A mock documentary about a pair of Canadian producers, Bobby Myers (Matthew Modine) and Paul Linder (Saul Rubinek), trying to make their first film in the late 1970s. Hollywood North is the comic tale of their struggle to pull everything together, despite a number of conflicting threads.<br /><br />Hollywood North works as a film in a way very similar to why This Is Spinal Tap (1984) works so well. Namely, although exaggerated in some ways, it is very close to the truth, and the truth consists of ""behind the scenes"" facts that are very different than the public face of the industry. It isn't easy to make a film, and it must have been especially difficult in Canada in the late 1970s. Films involve tens, if not hundreds, of people. Many have incompatible desires, motivations and personalities. Especially crucial are the financiers and the on-screen talent, as if either drops out or becomes undependable at any stage while the film is in production, it could jeopardize the whole affair, either necessitating extensive reshoots or abandoning the film altogether.<br /><br />So it's not surprising that Hollywood North focuses on those kinds of relationships. The result is an excellent film that is both hilarious and tragic at the same time. The script is flawless and the performances are top notch. This is a must-see for any budding filmmaker and anyone with a serious interest in the craft of film-making. It should also be more than entertaining for any viewer with a modicum of intelligence and a sense of humor.<br /><br />A 10 out of 10 from me.",pos
"Man on fire, is definitely one of the best drama/crime thrillers I have ever seen. Despite having a slow beginning the story is so amazingly complex and sensitive that it sticks together rather well. This is Denzel Washington's perfect role, in which he plays a body guard, called Creasy that is tormented by his past and is an alcoholic but never gives up on his duty to save his latest protégée, Pita. Dakota Fanning plays Pita, the very smart, enthusiastic little girl that loves so many things, and acts in a very convincing manner, she has a great future ahead of her. As I said the story is somewhat complicated, in order to fully understand it, you must watch it a couple of times.<br /><br />This film is made in two parts, there's the first hour, where everyone is happy, nothing's wrong, everyone's just living their lives happily until the kidnapping of Pita occurs and where Creasy is almost killed. And then there's the second part, the rest of the film, where suddenly everything becomes complicated and somewhat gruesome and disturbing, when Creasy's recovered from his severe injury and starts chasing and killing the numerous criminals and ""La Hermamdad"" that were responsible for the planning and execution of the kidnapping of Pita.<br /><br />Denzel Washington shows us his most up to date acting talents alongside many other talented actors which have a great future ahead of them. It is a real shame that this film hasn't been acknowledged enough, Washington really deserved another Oscar for his performance, and so did Fanning and the director. And even maybe the visual effects which were of very high quality.<br /><br />If you like excellent, slightly deranged, suspenseful thrillers, this is the one to see. The most amazing thing is that elements of this film are actually based on a real story and real characters! 10/10",pos
"I thought this had the right blend of character, plot, futuristic stuff and special effects without going over board. It will take a while to get going, but the acting was good and I was intrigued by the angel who is not to hard to look at. I like the attitude too! Certainly not like other attempts at futuristic stories.",pos
"Had this film been put together a tad better, it would be up there with the best of Astaire and Rogers. As it is, it's a fine movie but overly long with a tedious subplot, i.e., Randolph Scott romancing Rogers' sister, played by Harriet Hilliard (that's Ozzie Nelson's wife to you baby boomers).<br /><br />Astaire and Scott are two Navy men. Scott meets Hilliard the first time when she looks like a stereotypical librarian, and later on after Ginger Rogers has asked her friend (a blond but unmistakable Lucille Ball) to glamor her up. Meanwhile, Astaire tries to pick up where he and his old dancing partner left off. The result is some wonderful dance numbers, with Astaire and Rogers as a team as well as separately: ""I'm Putting All My Eggs in One Basket,"" ""Let Yourself Go,"" and ""I'd Rather Lead the Band."" Hilliard is sweet but a little lethargic as a plain Jane turned glamor girl, although she sings her two songs well, ""But Where Are You?"" and ""Get Thee Behind Me, Satan"" - one poster didn't care for that song, but I love the title. Rogers is vivacious, and a youthful Astaire is a dynamo.<br /><br />The highlight of the movie comes at the end with ""Let's Face the Music and Dance,"" one of the most achingly beautiful songs ever written and certainly one of the most brilliantly executed by Rogers and Astaire. In it, they epitomize '30s glamor and fantasy. It is truly to be treasured and watched again and again.",pos
"I loved this movie. I'm a Mexican and was in the least offended by it. In fact, I think this movie should be shown at police headquarters all over Mexico. It's a sad truth that our police system is as rotten as a 3 month old corpse. It angers me to read in the news how killers, kidnappers and other slime go free by paying a laughable fine or live like kings inside prison cells. We should have someone like Creasy, Denzel Washington's character. A bodyguard turned vengeful vigilante. Kidnapping is flourishing industry down here (at least in the big cities). I actually wish real life kidnappers could suffer the same fate as the one's Creasy did his fine job upon. That would be so marvelous (Sorry, I am THAT resentful!). MAN ON FIRE is a gripping film that you can't miss. It might be hard on some of you, if you aren't used to reading subtitles (Mexicans do that ALL the time while watching American movies) but the effort will be well worth it. Some of the editing is a bit fuzzy...kind of like TRAFFIC, remember? (another brilliant take on how corrupt Mexico is). The movie starts out a bit slow but the pace picks up frantically by the second half. I swear you'll be cheering as you watch Denzel Washington dispatch the wrong doers. His performance is nothing short of Excellent. The ending (no spoilers, OK!!!) is a bit sad, but I'm sure you'll like it anyway. MAN ON FIRE is one of the year's best movies. A ""must own"" for a DVD collection! 9* out of 10",pos
"A true classic. Beautifully filmed and acted. Reveals an area of Paris which is alive and filled with comedy and tragedy. Although the area of 'Hotel du Nord' and the Hotel itself still exists, it is not as gay (in the original sense of the word) and joyful as it once must have been. The film makes one yearn for the past, which has been lost, with a sigh and bittersweetness.",pos
"FLAVIA THE HERETIC is a strange entry in the nunsploit genre - equal parts sleaze, feministic journey, and ""history"" as we follow Flavia on her strange trip.<br /><br />We start off with Flavia in a convent...she ain't too happy there cuz she doesn't believe in all the male-dominated ""rules"" and macho-ism of the world around her and escapes from the convent with her Jewish pal, Abraham. They are both eventually caught and Flavia is brought back to the convent where she joins another ""non-believing"" nun in hastening a Moslem invasion. Flavia hangs out with the Moslems who take over the convent and get ""busy"" with the nuns in a strange set of scenes. Eventually the Moslems roll-out and Flavia is punished as a traitor to Christianity in another singularly brutal scene...<br /><br />This one has pretty much all the stuff that I like to see in a 70's era exploit film - some good gore, including nipple-removal, and a nice leg-skinning scene, some decent nudity - including the requisite full-frontal, and a decent storyline as well. I will say that it sorta dragged in a few points, but not enough to get truly bored with it. I would definitely recommend this one to nunsploit/70's exploit fans...8/10",pos
"Ruth Gordon is one of the more sympathetic killers that Columbo has ever had to deal with. And, the plot is ingenious all the way around. This is one of the best Columbo episodes ever. Mariette Hartley and G. D. Spradlin are excellent in their supporting roles. And Peter Falk delivers a little something extra in his scenes with Gordon.",pos
"Okay. Yes, this was a very-tight-budget movie with continuity errors (like single scenes obviously filmed in sunshine and then in shadow and then mixed together), and as much as I love Nick Mancuso he was often a little too good at the burnt-out part, and some of the minor supporting cast was really bad (plus at least one actor was used for two different but conspicuous roles). But come on. Richard Grieco was hysterical (his hair alone is worth the trip). Steven Ford was very likable. Mancuso had some great lines, while Nancy Allen, ironically, was completely bland and uninteresting. Classic? No. Bad parts? Yes. Entertaining? Big yes. I would have loved to have been on-set the day they decided what kind of hairstyle Grieco would have. ""Are you fast?"" ... ""Y'ain't THAT fast.""",pos
"Weak start, solid middle, fantastic finish. That's my impression of this film, anyway. I liked Simon Pegg in the two films I've seen him in--- Hot Fuzz, and Shaun of the Dead. His role here, though, took a completely different turn. Shows his range as an actor, but nonetheless I really disliked th character as he was portrayed at the beginning.<br /><br />There's a kind of humour I call ""frustration comedy."" Its supposed ""jokes"" and wit are really nothing more than painful and awkward moments. Much like the Bean character Rowan Atkinmson plays. There are a number of other comedic actors who portray similar characters too. I don't mean to bash them here, so will not.<br /><br />But do be warned that if you are like me, and you dislike smarmy and maddeningly bungling idiots, Pegg shows just such characteristics for the first third of this film. It DOES get better, however.<br /><br />I read somewhere that this is based on a true story. Hmmm. Maybe. The film's story stopped being annoying, and became kind of a triumph of the ""little guy"" in the final third. I don't need all films to be sugar and light--- but coincidentally, as this film got better, it also started to be more and more of a happy ending.<br /><br />It was also a pleasure to see an old favourite, Jeff Bridges, play a role so masterfully. I liked ""Iron Man,"" but was saddened by the fact that Bridges' character was a villain. Purely personal taste, of course, as his acting in that was superb. Nonetheless, he was a marvel here as the Bigger Than Life man of vision, the publisher of Sharps. It was nice to see him in a role that I could actually enjoy.<br /><br />Overall then, I liked it! I just wish I had come in 40 minutes late, and missed the beginning.",pos
"I am normally skeptical about watching films or mini-series based on novels because the screenplay is always different from the novel. Fortunately, I was wrong! The screenplay was very close to the novel (I guess it helps that the author was an executive producer and writer, huh?)<br /><br />The cast is outstanding. I can't describe how much I enjoyed seeing such a wide range of actors (from Ossie Davis and Ruby Dee to Robert Ri'chard and Bianca Lawson).<br /><br />The location setting... I was expecting to see the homes and cottages I imagined in my mind: what I saw on screen was slightly different. However, it wasn't enough to make me dislike the mini-series.<br /><br />I recommend this for anyone who has read the novel: you will not be disappointed if you have. 8 out of 10 stars!<br /><br />",pos
